 LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation
CN4608700000000,46,87,"McCook County, SD"
CN4608900000000,46,89,"McPherson County, SD"
CN4609100000000,46,91,"Marshall County, SD"
CN4609300000000,46,93,"Meade County, SD"
CN4609500000000,46,95,"Mellette County, SD"
CN4609700000000,46,97,"Miner County, SD"
CN4609900000000,46,99,"Minnehaha County, SD"
CN4610100000000,46,101,"Moody County, SD"
CN4610200000000,46,102,"Oglala Lakota County, SD"
CN4610300000000,46,103,"Pennington County, SD"
CN4610500000000,46,105,"Perkins County, SD"
CN4610700000000,46,107,"Potter County, SD"
CN4610900000000,46,109,"Roberts County, SD"
CN4611100000000,46,111,"Sanborn County, SD"
CN4611500000000,46,115,"Spink County, SD"
CN4611700000000,46,117,"Stanley County, SD"
CN4611900000000,46,119,"Sully County, SD"
CN4612100000000,46,121,"Todd County, SD"
CN4612300000000,46,123,"Tripp County, SD"
CN4612500000000,46,125,"Turner County, SD"
CN4612700000000,46,127,"Union County, SD"
CN4612900000000,46,129,"Walworth County, SD"
CN4613500000000,46,135,"Yankton County, SD"
CN4613700000000,46,137,"Ziebach County, SD"
CN4700100000000,47,1,"Anderson County, TN"
CN4700300000000,47,3,"Bedford County, TN"
CN4700500000000,47,5,"Benton County, TN"
CN4700700000000,47,7,"Bledsoe County, TN"
CN4700900000000,47,9,"Blount County, TN"
CN4701100000000,47,11,"Bradley County, TN"
CN4701300000000,47,13,"Campbell County, TN"
CN4701500000000,47,15,"Cannon County, TN"
CN4701700000000,47,17,"Carroll County, TN"
CN4701900000000,47,19,"Carter County, TN"
CN4702100000000,47,21,"Cheatham County, TN"
CN4702300000000,47,23,"Chester County, TN"
CN4702500000000,47,25,"Claiborne County, TN"
CN4702700000000,47,27,"Clay County, TN"
CN4702900000000,47,29,"Cocke County, TN"
CN4703100000000,47,31,"Coffee County, TN"
CN4703300000000,47,33,"Crockett County, TN"
CN4703500000000,47,35,"Cumberland County, TN"
CN4703700000000,47,37,"Davidson County, TN"
CN4703900000000,47,39,"Decatur County, TN"
CN4704100000000,47,41,"DeKalb County, TN"
CN4704300000000,47,43,"Dickson County, TN"
CN4704500000000,47,45,"Dyer County, TN"
CN4704700000000,47,47,"Fayette County, TN"
CN4704900000000,47,49,"Fentress County, TN"
CN4705100000000,47,51,"Franklin County, TN"
CN4705300000000,47,53,"Gibson County, TN"
CN4705500000000,47,55,"Giles County, TN"
CN4705700000000,47,57,"Grainger County, TN"
CN4705900000000,47,59,"Greene County, TN"
CN4706100000000,47,61,"Grundy County, TN"
CN4706300000000,47,63,"Hamblen County, TN"
CN4706500000000,47,65,"Hamilton County, TN"
CN4706700000000,47,67,"Hancock County, TN"
CN4706900000000,47,69,"Hardeman County, TN"
CN4707100000000,47,71,"Hardin County, TN"
CN4707300000000,47,73,"Hawkins County, TN"
CN4707500000000,47,75,"Haywood County, TN"
CN4707700000000,47,77,"Henderson County, TN"
CN4707900000000,47,79,"Henry County, TN"
CN4708100000000,47,81,"Hickman County, TN"
CN4708300000000,47,83,"Houston County, TN"
CN4708500000000,47,85,"Humphreys County, TN"
CN4708700000000,47,87,"Jackson County, TN"
CN4708900000000,47,89,"Jefferson County, TN"
CN4709100000000,47,91,"Johnson County, TN"
CN4709300000000,47,93,"Knox County, TN"
CN4709500000000,47,95,"Lake County, TN"
CN4709700000000,47,97,"Lauderdale County, TN"
CN4709900000000,47,99,"Lawrence County, TN"
CN4710100000000,47,101,"Lewis County, TN"
CN4710300000000,47,103,"Lincoln County, TN"
CN4710500000000,47,105,"Loudon County, TN"
CN4710700000000,47,107,"McMinn County, TN"
CN4710900000000,47,109,"McNairy County, TN"
CN4711100000000,47,111,"Macon County, TN"
CN4711300000000,47,113,"Madison County, TN"
CN4711500000000,47,115,"Marion County, TN"
CN4711700000000,47,117,"Marshall County, TN"
CN4711900000000,47,119,"Maury County, TN"
CN4712100000000,47,121,"Meigs County, TN"
CN4712300000000,47,123,"Monroe County, TN"
CN4712500000000,47,125,"Montgomery County, TN"
CN4712700000000,47,127,"Moore County, TN"
CN4712900000000,47,129,"Morgan County, TN"
CN4713100000000,47,131,"Obion County, TN"
CN4713300000000,47,133,"Overton County, TN"
CN4713500000000,47,135,"Perry County, TN"
CN4713700000000,47,137,"Pickett County, TN"
CN4713900000000,47,139,"Polk County, TN"
CN4714100000000,47,141,"Putnam County, TN"
CN4714300000000,47,143,"Rhea County, TN"
CN4714500000000,47,145,"Roane County, TN"
CN4714700000000,47,147,"Robertson County, TN"
CN4714900000000,47,149,"Rutherford County, TN"
CN4715100000000,47,151,"Scott County, TN"
CN4715300000000,47,153,"Sequatchie County, TN"
CN4715500000000,47,155,"Sevier County, TN"
CN4715700000000,47,157,"Shelby County, TN"
CN4715900000000,47,159,"Smith County, TN"
CN4716100000000,47,161,"Stewart County, TN"
CN4716300000000,47,163,"Sullivan County, TN"
CN4716500000000,47,165,"Sumner County, TN"
CN4716700000000,47,167,"Tipton County, TN"
CN4716900000000,47,169,"Trousdale County, TN"
CN4717100000000,47,171,"Unicoi County, TN"
CN4717300000000,47,173,"Union County, TN"
CN4717500000000,47,175,"Van Buren County, TN"
CN4717700000000,47,177,"Warren County, TN"
CN4717900000000,47,179,"Washington County, TN"
CN4718100000000,47,181,"Wayne County, TN"
CN4718300000000,47,183,"Weakley County, TN"
CN4718500000000,47,185,"White County, TN"
CN4718700000000,47,187,"Williamson County, TN"
CN4718900000000,47,189,"Wilson County, TN"
CN4800100000000,48,1,"Anderson County, TX"
CN4800300000000,48,3,"Andrews County, TX"
CN4800500000000,48,5,"Angelina County, TX"
CN4800700000000,48,7,"Aransas County, TX"
CN4800900000000,48,9,"Archer County, TX"
CN4801100000000,48,11,"Armstrong County, TX"
CN4801300000000,48,13,"Atascosa County, TX"
CN4801500000000,48,15,"Austin County, TX"
CN4801700000000,48,17,"Bailey County, TX"
CN4801900000000,48,19,"Bandera County, TX"
CN4802100000000,48,21,"Bastrop County, TX"
CN4802300000000,48,23,"Baylor County, TX"
CN4802500000000,48,25,"Bee County, TX"
CN4802700000000,48,27,"Bell County, TX"
CN4802900000000,48,29,"Bexar County, TX"
CN4803100000000,48,31,"Blanco County, TX"
CN4803300000000,48,33,"Borden County, TX"
CN4803500000000,48,35,"Bosque County, TX"
CN4803700000000,48,37,"Bowie County, TX"
CN4803900000000,48,39,"Brazoria County, TX"
CN4804100000000,48,41,"Brazos County, TX"
CN4804300000000,48,43,"Brewster County, TX"
CN4804500000000,48,45,"Briscoe County, TX"
CN4804700000000,48,47,"Brooks County, TX"
CN4804900000000,48,49,"Brown County, TX"
CN4805100000000,48,51,"Burleson County, TX"
CN4805300000000,48,53,"Burnet County, TX"
CN4805500000000,48,55,"Caldwell County, TX"
CN4805700000000,48,57,"Calhoun County, TX"
CN4805900000000,48,59,"Callahan County, TX"
CN4806100000000,48,61,"Cameron County, TX"
CN4806300000000,48,63,"Camp County, TX"
CN4806500000000,48,65,"Carson County, TX"
CN4806700000000,48,67,"Cass County, TX"
CN4806900000000,48,69,"Castro County, TX"
CN4807100000000,48,71,"Chambers County, TX"
CN4807300000000,48,73,"Cherokee County, TX"
CN4807500000000,48,75,"Childress County, TX"
CN4807700000000,48,77,"Clay County, TX"
CN4807900000000,48,79,"Cochran County, TX"
CN4808100000000,48,81,"Coke County, TX"
CN4808300000000,48,83,"Coleman County, TX"
CN4808500000000,48,85,"Collin County, TX"
CN4808700000000,48,87,"Collingsworth County, TX"
CN4808900000000,48,89,"Colorado County, TX"
CN4809100000000,48,91,"Comal County, TX"
CN4809300000000,48,93,"Comanche County, TX"
CN4809500000000,48,95,"Concho County, TX"
CN4809700000000,48,97,"Cooke County, TX"
CN4809900000000,48,99,"Coryell County, TX"
CN4810100000000,48,101,"Cottle County, TX"
CN4810300000000,48,103,"Crane County, TX"
CN4810500000000,48,105,"Crockett County, TX"
CN4810700000000,48,107,"Crosby County, TX"
CN4810900000000,48,109,"Culberson County, TX"
CN4811100000000,48,111,"Dallam County, TX"
CN4811300000000,48,113,"Dallas County, TX"
CN4811500000000,48,115,"Dawson County, TX"
CN4811700000000,48,117,"Deaf Smith County, TX"
CN4811900000000,48,119,"Delta County, TX"
CN4812100000000,48,121,"Denton County, TX"
CN4812300000000,48,123,"DeWitt County, TX"
CN4812500000000,48,125,"Dickens County, TX"
CN4812700000000,48,127,"Dimmit County, TX"
CN4812900000000,48,129,"Donley County, TX"
CN4813100000000,48,131,"Duval County, TX"
CN4813300000000,48,133,"Eastland County, TX"
CN4813500000000,48,135,"Ector County, TX"
CN4813700000000,48,137,"Edwards County, TX"
CN4813900000000,48,139,"Ellis County, TX"
CN4814100000000,48,141,"El Paso County, TX"
CN4814300000000,48,143,"Erath County, TX"
CN4814500000000,48,145,"Falls County, TX"
CN4814700000000,48,147,"Fannin County, TX"
CN4814900000000,48,149,"Fayette County, TX"
CN4815100000000,48,151,"Fisher County, TX"
CN4815300000000,48,153,"Floyd County, TX"
CN4815500000000,48,155,"Foard County, TX"
CN4815700000000,48,157,"Fort Bend County, TX"
CN4815900000000,48,159,"Franklin County, TX"
CN4816100000000,48,161,"Freestone County, TX"
CN4816300000000,48,163,"Frio County, TX"
CN4816500000000,48,165,"Gaines County, TX"
CN4816700000000,48,167,"Galveston County, TX"
CN4816900000000,48,169,"Garza County, TX"
CN4817100000000,48,171,"Gillespie County, TX"
CN4817300000000,48,173,"Glasscock County, TX"
CN4817500000000,48,175,"Goliad County, TX"
CN4817700000000,48,177,"Gonzales County, TX"
CN4817900000000,48,179,"Gray County, TX"
CN4818100000000,48,181,"Grayson County, TX"
CN4818300000000,48,183,"Gregg County, TX"
CN4818500000000,48,185,"Grimes County, TX"
CN4818700000000,48,187,"Guadalupe County, TX"
CN4818900000000,48,189,"Hale County, TX"
CN4819100000000,48,191,"Hall County, TX"
CN4819300000000,48,193,"Hamilton County, TX"
CN4819500000000,48,195,"Hansford County, TX"
CN4819700000000,48,197,"Hardeman County, TX"
CN4819900000000,48,199,"Hardin County, TX"
CN4820100000000,48,201,"Harris County, TX"
CN4820300000000,48,203,"Harrison County, TX"
CN4820500000000,48,205,"Hartley County, TX"
CN4820700000000,48,207,"Haskell County, TX"
CN4820900000000,48,209,"Hays County, TX"
CN4821100000000,48,211,"Hemphill County, TX"
CN4821300000000,48,213,"Henderson County, TX"
CN4821500000000,48,215,"Hidalgo County, TX"
CN4821700000000,48,217,"Hill County, TX"
CN4821900000000,48,219,"Hockley County, TX"
CN4822100000000,48,221,"Hood County, TX"
CN4822300000000,48,223,"Hopkins County, TX"
CN4822500000000,48,225,"Houston County, TX"
CN4822700000000,48,227,"Howard County, TX"
CN4822900000000,48,229,"Hudspeth County, TX"
CN4823100000000,48,231,"Hunt County, TX"
CN4823300000000,48,233,"Hutchinson County, TX"
CN4823500000000,48,235,"Irion County, TX"
CN4823700000000,48,237,"Jack County, TX"
CN4823900000000,48,239,"Jackson County, TX"
CN4824100000000,48,241,"Jasper County, TX"
CN4824300000000,48,243,"Jeff Davis County, TX"
CN4824500000000,48,245,"Jefferson County, TX"
CN4824700000000,48,247,"Jim Hogg County, TX"
CN4824900000000,48,249,"Jim Wells County, TX"
CN4825100000000,48,251,"Johnson County, TX"
CN4825300000000,48,253,"Jones County, TX"
CN4825500000000,48,255,"Karnes County, TX"
CN4825700000000,48,257,"Kaufman County, TX"
CN4825900000000,48,259,"Kendall County, TX"
CN4826100000000,48,261,"Kenedy County, TX"
CN4826300000000,48,263,"Kent County, TX"
CN4826500000000,48,265,"Kerr County, TX"
CN4826700000000,48,267,"Kimble County, TX"
CN4826900000000,48,269,"King County, TX"
CN4827100000000,48,271,"Kinney County, TX"
CN4827300000000,48,273,"Kleberg County, TX"
CN4827500000000,48,275,"Knox County, TX"
CN4827700000000,48,277,"Lamar County, TX"
CN4827900000000,48,279,"Lamb County, TX"
CN4828100000000,48,281,"Lampasas County, TX"
CN4828300000000,48,283,"La Salle County, TX"
CN4828500000000,48,285,"Lavaca County, TX"
CN4828700000000,48,287,"Lee County, TX"
CN4828900000000,48,289,"Leon County, TX"
CN4829100000000,48,291,"Liberty County, TX"
CN4829300000000,48,293,"Limestone County, TX"
CN4829500000000,48,295,"Lipscomb County, TX"
CN4829700000000,48,297,"Live Oak County, TX"
CN4829900000000,48,299,"Llano County, TX"
CN4830100000000,48,301,"Loving County, TX"
CN4830300000000,48,303,"Lubbock County, TX"
CN4830500000000,48,305,"Lynn County, TX"
CN4830700000000,48,307,"McCulloch County, TX"
CN4830900000000,48,309,"McLennan County, TX"
CN4831100000000,48,311,"McMullen County, TX"
CN4831300000000,48,313,"Madison County, TX"
CN4831500000000,48,315,"Marion County, TX"
CN4831700000000,48,317,"Martin County, TX"
CN4831900000000,48,319,"Mason County, TX"
CN4832100000000,48,321,"Matagorda County, TX"
CN4832300000000,48,323,"Maverick County, TX"
CN4832500000000,48,325,"Medina County, TX"
CN4832700000000,48,327,"Menard County, TX"
CN4832900000000,48,329,"Midland County, TX"
CN4833100000000,48,331,"Milam County, TX"
CN4833300000000,48,333,"Mills County, TX"
CN4833500000000,48,335,"Mitchell County, TX"
CN4833700000000,48,337,"Montague County, TX"
CN4833900000000,48,339,"Montgomery County, TX"
CN4834100000000,48,341,"Moore County, TX"
CN4834300000000,48,343,"Morris County, TX"
CN4834500000000,48,345,"Motley County, TX"
CN4834700000000,48,347,"Nacogdoches County, TX"
CN4834900000000,48,349,"Navarro County, TX"
CN4835100000000,48,351,"Newton County, TX"
CN4835300000000,48,353,"Nolan County, TX"
CN4835500000000,48,355,"Nueces County, TX"
CN4835700000000,48,357,"Ochiltree County, TX"
CN4835900000000,48,359,"Oldham County, TX"
CN4836100000000,48,361,"Orange County, TX"
CN4836300000000,48,363,"Palo Pinto County, TX"
CN4836500000000,48,365,"Panola County, TX"
CN4836700000000,48,367,"Parker County, TX"
CN4836900000000,48,369,"Parmer County, TX"
CN4837100000000,48,371,"Pecos County, TX"
CN4837300000000,48,373,"Polk County, TX"
CN4837500000000,48,375,"Potter County, TX"
CN4837700000000,48,377,"Presidio County, TX"
CN4837900000000,48,379,"Rains County, TX"
CN4838100000000,48,381,"Randall County, TX"
CN4838300000000,48,383,"Reagan County, TX"
CN4838500000000,48,385,"Real County, TX"
CN4838700000000,48,387,"Red River County, TX"
CN4838900000000,48,389,"Reeves County, TX"
CN4839100000000,48,391,"Refugio County, TX"
CN4839300000000,48,393,"Roberts County, TX"
CN4839500000000,48,395,"Robertson County, TX"
CN4839700000000,48,397,"Rockwall County, TX"
CN4839900000000,48,399,"Runnels County, TX"
CN4840100000000,48,401,"Rusk County, TX"
CN4840300000000,48,403,"Sabine County, TX"
CN4840500000000,48,405,"San Augustine County, TX"
CN4840700000000,48,407,"San Jacinto County, TX"
CN4840900000000,48,409,"San Patricio County, TX"
CN4841100000000,48,411,"San Saba County, TX"
CN4841300000000,48,413,"Schleicher County, TX"
CN4841500000000,48,415,"Scurry County, TX"
CN4841700000000,48,417,"Shackelford County, TX"
CN4841900000000,48,419,"Shelby County, TX"
CN4842100000000,48,421,"Sherman County, TX"
CN4842300000000,48,423,"Smith County, TX"
CN4842500000000,48,425,"Somervell County, TX"
CN4842700000000,48,427,"Starr County, TX"
CN4842900000000,48,429,"Stephens County, TX"
CN4843100000000,48,431,"Sterling County, TX"
CN4843300000000,48,433,"Stonewall County, TX"
CN4843500000000,48,435,"Sutton County, TX"
CN4843700000000,48,437,"Swisher County, TX"
CN4843900000000,48,439,"Tarrant County, TX"
CN4844100000000,48,441,"Taylor County, TX"
CN4844300000000,48,443,"Terrell County, TX"
CN4844500000000,48,445,"Terry County, TX"
CN4844700000000,48,447,"Throckmorton County, TX"
CN4844900000000,48,449,"Titus County, TX"
CN4845100000000,48,451,"Tom Green County, TX"
CN4845300000000,48,453,"Travis County, TX"
CN4845500000000,48,455,"Trinity County, TX"
CN4845700000000,48,457,"Tyler County, TX"
CN4845900000000,48,459,"Upshur County, TX"
CN4846100000000,48,461,"Upton County, TX"
CN4846300000000,48,463,"Uvalde County, TX"
CN4846500000000,48,465,"Val Verde County, TX"
CN4846700000000,48,467,"Van Zandt County, TX"
CN4846900000000,48,469,"Victoria County, TX"
CN4847100000000,48,471,"Walker County, TX"
CN4847300000000,48,473,"Waller County, TX"
CN4847500000000,48,475,"Ward County, TX"
CN4847700000000,48,477,"Washington County, TX"
CN4847900000000,48,479,"Webb County, TX"
CN4848100000000,48,481,"Wharton County, TX"
CN4848300000000,48,483,"Wheeler County, TX"
CN4848500000000,48,485,"Wichita County, TX"
CN4848700000000,48,487,"Wilbarger County, TX"
CN4848900000000,48,489,"Willacy County, TX"
CN4849100000000,48,491,"Williamson County, TX"
CN4849300000000,48,493,"Wilson County, TX"
CN4849500000000,48,495,"Winkler County, TX"
CN4849700000000,48,497,"Wise County, TX"
CN4849900000000,48,499,"Wood County, TX"
CN4850100000000,48,501,"Yoakum County, TX"
CN4850300000000,48,503,"Young County, TX"
CN4850500000000,48,505,"Zapata County, TX"
CN4850700000000,48,507,"Zavala County, TX"
CN4900100000000,49,1,"Beaver County, UT"
CN4900300000000,49,3,"Box Elder County, UT"
CN4900500000000,49,5,"Cache County, UT"
CN4900700000000,49,7,"Carbon County, UT"
CN4900900000000,49,9,"Daggett County, UT"
CN4901100000000,49,11,"Davis County, UT"
CN4901300000000,49,13,"Duchesne County, UT"
CN4901500000000,49,15,"Emery County, UT"
CN4901700000000,49,17,"Garfield County, UT"
CN4901900000000,49,19,"Grand County, UT"
CN4902100000000,49,21,"Iron County, UT"
CN4902300000000,49,23,"Juab County, UT"
CN4902500000000,49,25,"Kane County, UT"
CN4902700000000,49,27,"Millard County, UT"
CN4902900000000,49,29,"Morgan County, UT"
CN4903100000000,49,31,"Piute County, UT"
CN4903300000000,49,33,"Rich County, UT"
CN4903500000000,49,35,"Salt Lake County, UT"
CN4903700000000,49,37,"San Juan County, UT"
CN4903900000000,49,39,"Sanpete County, UT"
CN4904100000000,49,41,"Sevier County, UT"
CN4904300000000,49,43,"Summit County, UT"
CN4904500000000,49,45,"Tooele County, UT"
CN4904700000000,49,47,"Uintah County, UT"
CN4904900000000,49,49,"Utah County, UT"
CN4905100000000,49,51,"Wasatch County, UT"
CN4905300000000,49,53,"Washington County, UT"
CN4905500000000,49,55,"Wayne County, UT"
CN4905700000000,49,57,"Weber County, UT"
CN5000100000000,50,1,"Addison County, VT"
CN5000300000000,50,3,"Bennington County, VT"
CN5000500000000,50,5,"Caledonia County, VT"
CN5000700000000,50,7,"Chittenden County, VT"
CN5000900000000,50,9,"Essex County, VT"
CN5001100000000,50,11,"Franklin County, VT"
CN5001300000000,50,13,"Grand Isle County, VT"
CN5001500000000,50,15,"Lamoille County, VT"
CN5001700000000,50,17,"Orange County, VT"
CN5001900000000,50,19,"Orleans County, VT"
CN5002100000000,50,21,"Rutland County, VT"
CN5002300000000,50,23,"Washington County, VT"
CN5002500000000,50,25,"Windham County, VT"
CN5002700000000,50,27,"Windsor County, VT"
CN5100100000000,51,1,"Accomack County, VA"
CN5100300000000,51,3,"Albemarle County, VA"
CN5100500000000,51,5,"Alleghany County, VA"
CN5100700000000,51,7,"Amelia County, VA"
CN5100900000000,51,9,"Amherst County, VA"
CN5101100000000,51,11,"Appomattox County, VA"
CN5101300000000,51,13,"Arlington County, VA"
CN5101500000000,51,15,"Augusta County, VA"
CN5101700000000,51,17,"Bath County, VA"
CN5101900000000,51,19,"Bedford County, VA"
CN5102100000000,51,21,"Bland County, VA"
CN5102300000000,51,23,"Botetourt County, VA"
CN5102500000000,51,25,"Brunswick County, VA"
CN5102700000000,51,27,"Buchanan County, VA"
CN5102900000000,51,29,"Buckingham County, VA"
CN5103100000000,51,31,"Campbell County, VA"
CN5103300000000,51,33,"Caroline County, VA"
CN5103500000000,51,35,"Carroll County, VA"
CN5103600000000,51,36,"Charles City County, VA"
CN5103700000000,51,37,"Charlotte County, VA"
CN5104100000000,51,41,"Chesterfield County, VA"
CN5104300000000,51,43,"Clarke County, VA"
CN5104500000000,51,45,"Craig County, VA"
CN5104700000000,51,47,"Culpeper County, VA"
CN5104900000000,51,49,"Cumberland County, VA"
CN5105100000000,51,51,"Dickenson County, VA"
CN5105300000000,51,53,"Dinwiddie County, VA"
CN5105700000000,51,57,"Essex County, VA"
CN5105900000000,51,59,"Fairfax County, VA"
CN5106100000000,51,61,"Fauquier County, VA"
CN5106300000000,51,63,"Floyd County, VA"
CN5106500000000,51,65,"Fluvanna County, VA"
CN5106700000000,51,67,"Franklin County, VA"
CN5106900000000,51,69,"Frederick County, VA"
CN5107100000000,51,71,"Giles County, VA"
CN5107300000000,51,73,"Gloucester County, VA"
CN5107500000000,51,75,"Goochland County, VA"
CN5107700000000,51,77,"Grayson County, VA"
CN5107900000000,51,79,"Greene County, VA"
CN5108100000000,51,81,"Greensville County, VA"
CN5108300000000,51,83,"Halifax County, VA"
CN5108500000000,51,85,"Hanover County, VA"
CN5108700000000,51,87,"Henrico County, VA"
CN5108900000000,51,89,"Henry County, VA"
CN5109100000000,51,91,"Highland County, VA"
CN5109300000000,51,93,"Isle of Wight County, VA"
CN5109500000000,51,95,"James City County, VA"
CN5109700000000,51,97,"King and Queen County, VA"
CN5109900000000,51,99,"King George County, VA"
CN5110100000000,51,101,"King William County, VA"
CN5110300000000,51,103,"Lancaster County, VA"
CN5110500000000,51,105,"Lee County, VA"
CN5110700000000,51,107,"Loudoun County, VA"
CN5110900000000,51,109,"Louisa County, VA"
CN5111100000000,51,111,"Lunenburg County, VA"
CN5111300000000,51,113,"Madison County, VA"
CN5111500000000,51,115,"Mathews County, VA"
CN5111700000000,51,117,"Mecklenburg County, VA"
CN5111900000000,51,119,"Middlesex County, VA"
CN5112100000000,51,121,"Montgomery County, VA"
CN5112500000000,51,125,"Nelson County, VA"
CN5112700000000,51,127,"New Kent County, VA"
CN5113100000000,51,131,"Northampton County, VA"
CN5113300000000,51,133,"Northumberland County, VA"
CN5113500000000,51,135,"Nottoway County, VA"
CN5113700000000,51,137,"Orange County, VA"
CN5113900000000,51,139,"Page County, VA"
CN5114100000000,51,141,"Patrick County, VA"
CN5114300000000,51,143,"Pittsylvania County, VA"
CN5114500000000,51,145,"Powhatan County, VA"
CN5114700000000,51,147,"Prince Edward County, VA"
CN5114900000000,51,149,"Prince George County, VA"
CN5115300000000,51,153,"Prince William County, VA"
CN5115500000000,51,155,"Pulaski County, VA"
CN5115700000000,51,157,"Rappahannock County, VA"
CN5115900000000,51,159,"Richmond County, VA"
CN5116100000000,51,161,"Roanoke County, VA"
CN5116300000000,51,163,"Rockbridge County, VA"
CN5116500000000,51,165,"Rockingham County, VA"
CN5116700000000,51,167,"Russell County, VA"
CN5116900000000,51,169,"Scott County, VA"
CN5117100000000,51,171,"Shenandoah County, VA"
CN5117300000000,51,173,"Smyth County, VA"
CN5117500000000,51,175,"Southampton County, VA"
CN5117700000000,51,177,"Spotsylvania County, VA"
CN5117900000000,51,179,"Stafford County, VA"
CN5118100000000,51,181,"Surry County, VA"
CN5118300000000,51,183,"Sussex County, VA"
CN5118500000000,51,185,"Tazewell County, VA"
CN5118700000000,51,187,"Warren County, VA"
CN5119100000000,51,191,"Washington County, VA"
CN5119300000000,51,193,"Westmoreland County, VA"
CN5119500000000,51,195,"Wise County, VA"
CN5119700000000,51,197,"Wythe County, VA"
CN5119900000000,51,199,"York County, VA"
CN5151000000000,51,510,"Alexandria city, VA"
CN5152000000000,51,520,"Bristol city, VA"
CN5153000000000,51,530,"Buena Vista city, VA"
CN5154000000000,51,540,"Charlottesville city, VA"
CN5155000000000,51,550,"Chesapeake city, VA"
CN5157000000000,51,570,"Colonial Heights city, VA"
CN5158000000000,51,580,"Covington city, VA"
CN5159000000000,51,590,"Danville city, VA"
CN5159500000000,51,595,"Emporia city, VA"
CN5160000000000,51,600,"Fairfax city, VA"
CN5161000000000,51,610,"Falls Church city, VA"
CN5162000000000,51,620,"Franklin city, VA"
CN5163000000000,51,630,"Fredericksburg city, VA"
CN5164000000000,51,640,"Galax city, VA"
CN5165000000000,51,650,"Hampton city, VA"
CN5166000000000,51,660,"Harrisonburg city, VA"
CN5167000000000,51,670,"Hopewell city, VA"
CN5167800000000,51,678,"Lexington city, VA"
CN5168000000000,51,680,"Lynchburg city, VA"
CN5168300000000,51,683,"Manassas city, VA"
CN5168500000000,51,685,"Manassas Park city, VA"
CN5169000000000,51,690,"Martinsville city, VA"
CN5170000000000,51,700,"Newport News city, VA"
CN5171000000000,51,710,"Norfolk city, VA"
CN5172000000000,51,720,"Norton city, VA"
CN5173000000000,51,730,"Petersburg city, VA"
CN5173500000000,51,735,"Poquoson city, VA"
CN5174000000000,51,740,"Portsmouth city, VA"
CN5175000000000,51,750,"Radford city, VA"
CN5176000000000,51,760,"Richmond city, VA"
CN5177000000000,51,770,"Roanoke city, VA"
CN5177500000000,51,775,"Salem city, VA"
CN5179000000000,51,790,"Staunton city, VA"
CN5180000000000,51,800,"Suffolk city, VA"
CN5181000000000,51,810,"Virginia Beach city, VA"
CN5182000000000,51,820,"Waynesboro city, VA"
CN5183000000000,51,830,"Williamsburg city, VA"
CN5184000000000,51,840,"Winchester city, VA"
CN5300100000000,53,1,"Adams County, WA"
CN5300300000000,53,3,"Asotin County, WA"
CN5300500000000,53,5,"Benton County, WA"
CN5300700000000,53,7,"Chelan County, WA"
CN5300900000000,53,9,"Clallam County, WA"
CN5301100000000,53,11,"Clark County, WA"
CN5301300000000,53,13,"Columbia County, WA"
CN5301500000000,53,15,"Cowlitz County, WA"
CN5301700000000,53,17,"Douglas County, WA"
CN5301900000000,53,19,"Ferry County, WA"
CN5302100000000,53,21,"Franklin County, WA"
CN5302300000000,53,23,"Garfield County, WA"
CN5302500000000,53,25,"Grant County, WA"
CN5302700000000,53,27,"Grays Harbor County, WA"
CN5302900000000,53,29,"Island County, WA"
CN5303100000000,53,31,"Jefferson County, WA"
CN5303300000000,53,33,"King County, WA"
CN5303500000000,53,35,"Kitsap County, WA"
CN5303700000000,53,37,"Kittitas County, WA"
CN5303900000000,53,39,"Klickitat County, WA"
CN5304100000000,53,41,"Lewis County, WA"
CN5304300000000,53,43,"Lincoln County, WA"
CN5304500000000,53,45,"Mason County, WA"
CN5304700000000,53,47,"Okanogan County, WA"
CN5304900000000,53,49,"Pacific County, WA"
CN5305100000000,53,51,"Pend Oreille County, WA"
CN5305300000000,53,53,"Pierce County, WA"
CN5305500000000,53,55,"San Juan County, WA"
CN5305700000000,53,57,"Skagit County, WA"
CN5305900000000,53,59,"Skamania County, WA"
CN5306100000000,53,61,"Snohomish County, WA"
CN5306300000000,53,63,"Spokane County, WA"
CN5306500000000,53,65,"Stevens County, WA"
CN5306700000000,53,67,"Thurston County, WA"
CN5306900000000,53,69,"Wahkiakum County, WA"
CN5307100000000,53,71,"Walla Walla County, WA"
CN5307300000000,53,73,"Whatcom County, WA"
CN5307500000000,53,75,"Whitman County, WA"
CN5307700000000,53,77,"Yakima County, WA"
CN5400100000000,54,1,"Barbour County, WV"
CN5400300000000,54,3,"Berkeley County, WV"
CN5400500000000,54,5,"Boone County, WV"
CN5400700000000,54,7,"Braxton County, WV"
CN5400900000000,54,9,"Brooke County, WV"
CN5401100000000,54,11,"Cabell County, WV"
CN5401300000000,54,13,"Calhoun County, WV"
CN5401500000000,54,15,"Clay County, WV"
CN5401700000000,54,17,"Doddridge County, WV"
CN5401900000000,54,19,"Fayette County, WV"
CN5402100000000,54,21,"Gilmer County, WV"
CN5402300000000,54,23,"Grant County, WV"
CN5402500000000,54,25,"Greenbrier County, WV"
CN5402700000000,54,27,"Hampshire County, WV"
CN5402900000000,54,29,"Hancock County, WV"
CN5403100000000,54,31,"Hardy County, WV"
